file_name,transcription,p_scores
080020010.WAV,W AH T AH P ER F IH K T EH N D IH NG T UW DH AH D EY,2.0 2.0 2.0 2.0 1.6 0.0 1.2 1.2 0.0 0.0 0.8 1.6 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0
080020011.WAV,L AH V IH NG L AY F AE N D AO L DH AH P IY P L IH N M AY N,2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.0 0.8
080020012.WAV,K UW L F AO HH IH M T UW S T IH K AH P F AO HH ER,2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 1.6 2.0 2.0 1.2 2.0 2.0 2.0 0.0 0.0 2.0 0.4
080020013.WAV,D IH P EH N D Z AH N AH N AH M B ER AH V TH IH NG Z,2.0 2.0 2.0 2.0 2.0 1.4 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 0.0 0.0 0.0 0.6
080020014.WAV,DH AE T W AH Z HH EH D T UW S EY,1.6 2.0 2.0 2.0 1.2 0.8 2.0 1.6 2.0 2.0 1.6 2.0 0.8
080020015.WAV,W AA N T T UW G OW F AO AH W AO K,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 0.0 2.0
080020016.WAV,CH IH AH Z T UW AH G R EY T G R UW P,2.0 0.6 0.6 1.8 2.0 1.6 2.0 2.0 0.0 0.0 1.6 1.6 0.4 0.4 1.6
080020017.WAV,F ER S T P L EY S IH N DH AH D IH V IH ZH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.6 0.0 0.4
080020018.WAV,M UW V DH AH S T AA R W IH DH M AO R M UW V Z,2.0 0.8 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 0.4 0.4 1.0
080020019.WAV,IH T S B IY IH NG Y UW S T T UW M EY K M AO R M AH N IY,1.4 1.0 1.0 2.0 1.2 0.4 0.4 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0
080020020.WAV,IH T W AH Z D IH F IH K AH L T T UW G EH T DH EH R,2.0 2.0 2.0 1.6 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.6 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0
080570004.WAV,Y AO Z IH Z AH P R IH T IY B IH Z N AH S,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0
080570009.WAV,D UH Y UW N OW EH N IY TH IH NG AH V IH T,2.0 1.6 2.0 1.8 1.8 1.2 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
080570013.WAV,B AH T SH UH AH L IY DH EH R IH Z D EY N JH ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0
080570014.WAV,DH EH N K AH M Z AH B L AE NG K IH N DH AH P EY P ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570031.WAV,IH T S IY M D AO L DH AE T HH IY K UH D D UH T UW S P IY K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0
080570053.WAV,R AH N IH NG B AY M IY B IY T IH NG M AY M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
080570067.WAV,HH AW SH AH L AY D IH S K R AY B W AH T W IY S AO,2.0 2.0 2.0 1.6 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0
080570071.WAV,AE T L IY S T AY SH AH L B IY W IH DH M AY OW N P IY P L,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
080570072.WAV,D R EH S DH EH M IH N B L AE K AE N D P L EY S DH EH M AW T S AY D M AY T EH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570080.WAV,IH F P IY P L L AA F T AE T HH ER SH IY L AA F T W IH DH DH EH M,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570081.WAV,Y EH S AY AH M AH R OW M AE N T IH K,2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570087.WAV,AE T L IY S T HH IY K UH D N OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570089.WAV,SH IY HH AE D S T AO D DH EH M IH N HH ER OW N R UW M,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8
080570102.WAV,IH Z N AH T EH V R IY M AE N EY B L T UW S EY W AH T HH IY L AY K S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.4 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570127.WAV,DH AH D R IY M W AH Z K W AY T AE T AE N EH N D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080570138.WAV,SH IY S T AH P T F AO AH M OW M AH N T,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
080570143.WAV,IH T W AH Z AH F AY N N AY T AE N D P R EH Z N T L IY DH AH M UW N AH P IH AH D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 0.2 0.2 2.0
080570144.WAV,G EH T Y AO AH NG K L AE N D AE N T T UW AA S K HH ER D AW N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0
080570146.WAV,HH AW IH Z HH IY G EH T IH NG AH L AH NG DH IH S M AO N IH NG,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0
080570157.WAV,DH AH L AE N D W AH Z S T IH L L OW N L IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 0.0 2.0 2.0 2.0
080630011.WAV,W AH T W UH D SH IY D UH AH N D ER DH IH S B IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630014.WAV,DH EH R F EY S IH Z W AH S EH T HH AA R D,2.0 2.0 2.0 2.0 1.6 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0
080630019.WAV,D UH Y UW B IH L IY V W IY SH AE L,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0
080630030.WAV,L AA F AE Z M AH CH AE Z Y UW L AY K,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
080630038.WAV,S AH M S IY M D T UW S T EY HH IH Z HH AE N D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
080630044.WAV,DH AH TH IH NG W AH Z T UW M AH CH F AO M IY,2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630053.WAV,AY HH AE D N EH V ER D R IY M D AH V S AH CH AH F R EH N D AE Z Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
080630062.WAV,W AY D UH Y UW HH OW L D S AH CH L AE NG G W IH JH,2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630086.WAV,IH F SH IY L AH V Z M IY HH IY W IH L R IY D M AY W IH SH IH Z,2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
080630090.WAV,AE N D AO L AH P AE N D D AW N DH AH R OW D Z EH V R IY B AH D IY L AY K S M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630091.WAV,N AW W IH L Y UW P L IY Z S IH T K W ER T S T IH L,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 0.4 2.0 2.0 2.0 2.0 2.0
080630093.WAV,SH IY IH Z T AO K IH NG IH N HH ER S L IY P,2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630094.WAV,DH AH S EH K AH N D W AH Z AH Y IH AH L EY T ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630123.WAV,K AH M AY W IH L B IY AE N S ER D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080630125.WAV,S T IH L Y UW M AH S T HH AE V IH T Y UH AH OW N W EY,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 1.8 2.0 2.0 2.0
080630140.WAV,AY N OW T UW M AH CH AH B AW T Y AO EY JH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
080630147.WAV,HH IH Z OW L D S IH S T ER K UH D N AH T B IH L IY V IH T,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
080630152.WAV,D UH Y UW P R AH M IH S T UW D UH DH IH S,2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
080630155.WAV,AW ER T EH M P L S T EH R Z AA R AE DH ER D AA K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.6 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
080630170.WAV,F AA B EH T ER N AW W ER DH EH R IH Z S T IH L T AY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.4 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680011.WAV,AY K UH D N T TH IH NG K AH V S AH CH AH TH IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
080680020.WAV,AY M R EH D IY F AO DH AH M AA R CH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
080680029.WAV,S OW SH IY HH IY W AA N T IH D IH T IH K S P L EY N D T UW HH IH M,2.0 2.0 1.6 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 0.4 1.6 2.0 2.0 1.8 2.0 2.0 2.0
080680031.WAV,DH AE T IY V N IH NG SH IY SH OW D HH ER L EH T ER T UW HH ER F AA DH ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680056.WAV,N AH T F AO EH N IY TH IH NG IH N DH AH W ER L D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680060.WAV,Y UW HH AE V S EY V D M AY L AY F DH IH S D EY,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680066.WAV,G OW D AW N AE N D F EY S DH AH M L AY K AH M AE N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680069.WAV,DH AE T W UH D B IY S EY M TH IH NG S IY M IH NG T UW N OW T UW M AH CH,1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680084.WAV,AY OW N L IY W AA N T IH D Y UW T UW B IY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 1.8 2.0 1.8 2.0 1.8 2.0
080680090.WAV,IH T S IY M Z T UW S T AE N D AW T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0
080680095.WAV,AY SH AH L Y EH T P UH T M AY F IH NG G ER AH N DH IH S M AE N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680106.WAV,K AH M D IH AH P UH T AH N Y AO HH AE T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 2.0
080680108.WAV,W AY K AE N AH T SH IY L AY K AE N AH N IH S T M AE N HH UW L AY K S HH ER,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680129.WAV,AE N D AH V K AO R S EH V R IY B AH D IY TH IH NG K S DH AH S EY M,2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
080680133.WAV,Y UW W UH D P UH T Y AO R S EH L F B IH T W IY N M IY AE N D S AH NG,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0
080680151.WAV,IH T S IY M S AH CH AH V EH R IY L AH NG T AY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
080680153.WAV,DH EY L UH K AE T W AH N AH N AH DH ER F AO AH M OW M AH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680170.WAV,B IH K AO Z HH IH Z S AH N W AH Z G OW IH NG T UW B IY K IH L D,2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
080680173.WAV,W EH L AY W IH L R IH NG F AO HH IH M,2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
080680174.WAV,DH EY AA AH L EY Z IY S IH T,1.4 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
081530002.WAV,B IY K W AY AH T F AO AH M OW M AH N T,2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
081530014.WAV,AE Z F AO M AH D N F R EH N D SH IH P IH T S W IH L B IY F AW N D IH N K L AA S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
081530016.WAV,HH AE V AY W AH R IY D Y UW P ER S AH N AH L IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
081530018.WAV,AY AH M G OW IH NG T UW DH AH W AO R,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
081530023.WAV,Y UW W IH L N AH T G EH T DH AH HH AE N S AH M L UH K S,2.0 1.8 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0
081530038.WAV,B AH T Y EH T AY TH IH NG K DH EH R W AH Z S AH M TH IH NG W AH N T IH NG,2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.0 1.0 2.0 2.0 2.0
081530065.WAV,Y UW G OW IH N AE N D AA S K HH ER IH F SH IY D UH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
081530073.WAV,W AH T AH P IH T IY Y UW HH AE V HH AE D Y AO B R EH K F AH S T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0
081530085.WAV,AY EY EH M AY M AH S T B IY D IH AH T UW Y UW,2.0 0.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0
081530088.WAV,AE Z IH F HH IY K UH D F AH G EH T HH IH M,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 1.6 2.0 2.0 2.0 2.0 2.0 0.8
081530096.WAV,B AH T AY HH AE D T UW F AY T F AO IH T AY HH AE D,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 0.4 1.2 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0
081530100.WAV,Y EH T W AY DH EH R SH UH D B IY N AH TH IH NG IH Z HH AA R D T UW S EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.4 1.6 2.0 2.0 2.0 2.0 0.8
081530107.WAV,AY D UH N AH T N OW W EH DH AH DH IH S IH Z T R UW,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
081530109.WAV,IH T W AH Z K W AY T AH D IH F R AH N T L AY N AH V TH AO T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.0 1.8 2.0 1.8 1.8 2.0 1.4
081530125.WAV,HH IY S P IY K S AH V AH B L OW,2.0 2.0 2.0 1.2 1.4 0.4 1.6 2.0 2.0 2.0 1.6 2.0 2.0
081530139.WAV,AY SH AE L B IY R EH D IY T UW AE K T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
081530146.WAV,HH AW L AH NG D UH Y UW S L IY P B AY DH AH W EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0
081530165.WAV,Y AO T AY M IH Z N AH T Y EH T K AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
081530167.WAV,Y UW AA AH M AH NG F R EH N D Z AE N D IH N G UH D HH AE N D Z AA N,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.4 1.2 1.2
081530170.WAV,S OW AH V DH AH N EY SH N Z W IH DH DH EH R W AH R Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.6 1.6 2.0 1.6 1.6 1.6
085810002.WAV,AE N D D AW N AY G OW F AO DH AH T EH N TH T AY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
085810012.WAV,IH N DH IH S K EY S W AH T AH W AO R,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810018.WAV,N AW AH N AH DH ER TH IH NG AY W AA N T T UW T EH L Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8
085810038.WAV,T EH L HH IH M DH AE T CH EY N JH W IH L B IY HH IH Z B EH S T M EH D IH S N,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0
085810040.WAV,AY HH AE V N EH V ER HH AE D T UW HH AY D F R AH M EH N IY B AH D IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.2 1.6 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810043.WAV,Y EH T Y UW S T IH L HH AE V M IY T IY NG Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
085810048.WAV,AY TH IH NG K DH AE T AY EY EH M N IH AH DH IY EH N D AH V IH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
085810056.WAV,AE N D L UH K W AH T AH V Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
085810078.WAV,IH F DH AH TH IH NG W AH Z T R UW IH T W AH Z T EH R AH B L,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.8 2.0
085810084.WAV,DH IH S HH AE D B EH T ER B IY DH IY EH N D AH V IH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810086.WAV,AY W AH SH AY K UH D S L IY P,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810112.WAV,DH EH R IH Z S OW L IH T L R IH AH L F R EH N D SH IH P IH N DH AH W ER L D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.6
085810116.WAV,HH IH AH W AH Z DH AH W AH N TH IH NG SH IY HH AE D T UW D UH N AW,2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.8
085810119.WAV,HH IY P UH T DH AH TH IH NG B AE K IH N T UW DH AH D R AY V AH,2.0 1.8 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8
085810120.WAV,W IY HH AE D AH L EH T ER F R AH M HH IH M DH IH S M AO N IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 1.8 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810121.WAV,DH EH R W AH Z N OW IH K S EH P SH N T UW HH IH Z R UW L,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 1.6
085810152.WAV,IH T W UH D B IY F AH N IY S OW F AH N IY,1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810159.WAV,HH IY T ER N D R AW N D AE N D L UH K T AH P DH AH R OW D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0
085810163.WAV,K AH M B AE K HH IH AH AH M OW M AH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0
085810167.WAV,DH AE T IH Z T UW S EY AY M G OW IH NG T UW S L IY P,0.4 0.4 0.4 1.2 0.8 2.0 1.8 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
